"time","evaluatorWeightedEstimate","SDofEWE","unweightedMeanRatings"
0,49.0875619380995,0.93124516930773,49.258064516129
0.5,49.0875619380995,0.93124516930773,49.258064516129
1,49.0875619380995,0.93124516930773,49.258064516129
1.5,49.0875619380995,0.93124516930773,49.258064516129
2,49.0875619380995,0.93124516930773,49.258064516129
2.5,49.0875619380995,0.93124516930773,49.258064516129
3,49.0875619380995,0.93124516930773,49.258064516129
3.5,49.0541929507983,0.944836274778808,49.2259352263226
4,49.0540592073612,0.944890946254994,49.2258064516129
4.5,49.0874949326381,0.931272361808484,49.258
5,49.0875619380995,0.93124516930773,49.258064516129
5.5,49.0466452498392,0.233948264688951,49.1321044546839
6,49.1607672060816,2.03749615879943,49.4129685130452
6.5,49.8123229947772,10.2731979179955,50.3786297746484
7,51.0052850176913,3.74160406386382,51.3470502247097
7.5,51.9762933996974,0.703751230440963,52.1245139826839
8,52.8209254381638,0.382539099964953,52.9302044726903
8.5,53.4208404534921,0.000224297943858984,53.4181943210355
9,56.4455223904759,4.85247497850003,56.0563154413129
9.5,58.1492729913645,5.45577803483592,57.7365798227129
10,59.0002922287076,9.67540217610318,58.4507090309645
10.5,59.2106580001521,9.16739352176163,58.6756973097032
11,59.5844141750221,10.6576552834754,59.007608176671
11.5,60.4443210723884,14.4518914423853,59.7726428325064
12,61.0686132749405,19.5286430272466,60.2878219724258
12.5,62.2624039002087,21.8629945924468,61.4362636968774
13,63.0686896744392,29.7832335067556,62.1044503111903
13.5,63.5632631142873,37.0501735504948,62.4878036226645
14,63.9603639294507,51.9458176488822,62.6869364220871
14.5,64.222286093207,55.4204023426032,62.9069589852548
15,64.144648343983,52.0401030074888,62.8700656797452
15.5,64.4937745647874,59.798030431124,63.1274861889129
16,64.6530888381915,65.5329898380041,63.2227829559065
16.5,64.6577905518221,65.6868634395016,63.2258064516129
17,65.2492545523905,82.3442561151198,63.6459516129032
17.5,65.3391151448338,85.0641264340827,63.7095483870968
18,65.5013389125808,106.101109746424,63.6813912591065
18.5,65.4696044404695,114.135396112422,63.5820081781
19,65.4484713342242,111.451171772648,63.5832032770097
19.5,65.4627359802605,98.4018275998252,63.710064516129
20,65.6408594536017,111.52018971483,63.7750139370548
20.5,65.5999140036038,110.597153463366,63.7418061961161
21,65.2683570154846,105.690324211647,63.4519358717419
21.5,64.3016041300125,93.2133530166066,62.5957652893355
22,64.0830209514065,85.3075710635548,62.4511240348677
22.5,64.3070218465234,75.7539284547584,62.7692159803484
23,65.9943317766408,87.4167898838933,64.3423838215516
23.5,67.1838439383552,104.001202053577,65.3819961003774
24,68.568216932611,89.2906330868128,66.8986574959968
24.5,69.5725682149722,86.719077498147,67.9272259336742
25,70.2406615048336,95.7026649028004,68.5121950750645
25.5,70.6763014469327,88.9712205167255,69.0097308794806
26,70.3365761296814,63.5737625919119,68.927813276671
26.5,69.8381201485582,38.7542896208443,68.7382059107581
27,68.5331681431967,9.13711831263297,67.9990915339581
27.5,67.6735506500159,1.40517795336233,67.4641082541871
28,67.4102107981429,3.41288389425706,67.0838036278484
28.5,67.0089896760206,1.22200554282756,66.8136747104387
29,66.3351552649796,0.366053172843517,66.2282569101871
29.5,66.4852897810838,0.314149266627232,66.3862597401355
30,66.7116637882222,0.564599254085334,66.5789032258065
30.5,67.4836608952599,1.73334963273747,67.2510435902387
31,67.5597557399732,4.3050986940538,67.1931574038
31.5,67.3898556561718,2.74919032979835,67.0969003710903
32,67.2097579744115,2.99090467632786,66.9041953584581
32.5,66.4229120435311,1.53715202670131,66.2038549381871
33,64.0969614999465,0.0482757998533906,64.1357822276936
33.5,61.5266205468799,4.14627441429026,61.8863930389129
34,60.3985712855386,7.19168269159311,60.8723921625194
34.5,59.7457821315519,6.84061858404146,60.2078934667065
35,59.602294496626,4.53046040455389,59.978365720171
35.5,60.3003646269985,108.38169185357,58.4609616010723
36,61.2054081017305,179.102066675277,58.840854125829
36.5,61.3422313512139,143.538324698134,59.2254165181681
37,61.7079803721317,128.097589501096,59.7082593496968
37.5,61.8709160660286,108.528185027443,60.0302703533032
38,62.2489981177133,111.249205836959,60.3854208970581
38.5,62.6481223838696,90.7298415787072,60.9651615473452
39,62.9634194539189,73.3515878701948,61.4501938069677
39.5,63.4244679180375,80.6306937109319,61.8379348384516
40,63.8347067576099,89.8419448359608,62.1600010291677
40.5,64.3564582017412,94.0227879792809,62.6432288908871
41,65.4255786691013,113.346565415036,63.5445166441323
41.5,65.914641555019,122.395631654122,63.9599335455419
42,66.3582433896282,138.575132367527,64.2783475578129
42.5,66.6912691223651,166.09186990598,64.4142162191097
43,65.8493741508564,283.697425400059,62.8734172944419
43.5,66.2919589997932,318.740404236213,63.1375537048258
44,66.254238624612,346.731572293611,62.9642406695936
44.5,66.3163540470562,359.196271796396,62.9677419354839
45,66.3164689211411,359.22091666383,62.9677419354839
45.5,65.8684680667395,338.586711478902,62.6173414158903
46,65.5792493750428,400.472862136072,62.0434673850097
46.5,65.9042350974277,440.487531815806,62.1960129488645
47,65.9899908646532,430.434603471857,62.3243279784097
47.5,65.8141506293636,470.963548978341,61.9797933150419
48,65.8806840972851,482.363655585622,62.0001971904258
48.5,65.665593582716,468.892698266288,61.8396754877355
49,65.3742510111185,437.283636427352,61.6795393908226
49.5,64.9188908979151,384.530962002905,61.4541992371839
50,65.0871898056923,372.521109922855,61.6770327762677
50.5,65.7333146494304,409.388100565177,62.1583928916355
51,65.7165260934699,404.301587290023,62.1638823681839
51.5,65.8411830385519,411.194714636658,62.2583819672903
52,66.0008404161203,368.514714933703,62.6090707596258
52.5,66.0647112916979,333.535865728089,62.8379249934419
53,66.2666349398348,316.17446051922,63.1249521958806
53.5,66.5034296217924,293.218850643925,63.4779455067452
54,66.5075091236152,292.861152581476,63.4838709677419
54.5,66.5075091236152,292.861152581476,63.4838709677419
55,66.5075091236152,292.861152581476,63.4838709677419
55.5,66.5283391805247,284.53447063448,63.5479952984194
56,66.3067055832525,285.133703252443,63.3232250338032
56.5,66.307092184001,303.653077942935,63.2282475255129
57,66.2148357999137,304.861770070512,63.1298695512194
57.5,66.1316662278679,301.350615428052,63.0645165169032
58,65.8611983937605,317.113954768994,62.7148514471742
58.5,66.3464724218085,311.892356741369,63.2261368682258
59,66.2523565582467,308.71302112207,63.1479656171516
59.5,65.5256974817408,297.567036957268,62.4778632412581
60,65.2037945221126,271.652538853973,62.291697651329
60.5,65.6946114786441,290.951627227135,62.6808468686129
61,65.4266899257037,286.631235133341,62.4353849657968
61.5,65.5188943078549,288.893791402934,62.5158064516129
62,66.0994936433318,291.261633569142,63.0841238912097
62.5,67.0181986476882,311.935429014472,63.8976476426806
63,67.2357502887299,315.887246086736,64.0954948290032
63.5,67.5230244540031,315.783725005244,64.3832835913097
64,67.6032519069241,318.828920120323,64.4484086449032
64.5,67.6367183632798,312.263305012056,64.5145277800774
65,67.6908408293084,309.99796214456,64.5799959700903
65.5,67.6125067693495,313.412758258634,64.4845750128
66,67.0583072263451,304.600108259875,63.9746651698194
66.5,67.6444304534405,333.489037148876,64.417870684229
67,67.9176885226142,336.221293990358,64.6779382046903
67.5,67.9765163168019,384.469079697039,64.5121034525226
68,67.8933617977244,386.415137808776,64.4201921318645
68.5,67.4384490687507,378.671074790571,64.0002580645161
69,66.2832067594164,351.873551903793,62.9689034843871
69.5,66.2425569044679,364.23969360558,62.8705180550097
70,66.4006176736936,337.192089219361,63.1561935483871
70.5,66.703870085372,282.636029977866,63.7334854101194
71,69.1008592081335,292.326623509494,66.0799816789903
71.5,68.9732327457804,291.521284382973,65.9565192382419
72,68.8986235527532,293.627307769809,65.8710329045161
72.5,68.9709831159551,296.931521250892,65.9264052540065
73,68.3369845731002,316.463614907842,65.1938655592032
