"time","evaluatorWeightedEstimate","SDofEWE","unweightedMeanRatings"
0,50,0,50
0.5,50,0,50
1,48.8863898663976,0.929026832905065,49.0871609187864
1.5,48.8703888628923,5.56806687293732,49.36190659235
2,48.8703594951852,5.60799435101478,49.3636363636364
2.5,48.8703594951852,5.60799435101478,49.3636363636364
3,48.8703594951852,5.60799435101478,49.3636363636364
3.5,48.8703594951852,5.60799435101478,49.3636363636364
4,48.9351675669982,5.17457835079288,49.4089996356364
4.5,48.7593090375832,6.09034803965232,49.2733621847227
5,48.6162716270942,5.30629255019237,49.0960962841909
5.5,47.7290729084188,246.080539826938,50.9966481892091
6,46.1032394580738,231.73002887024,49.2741071751318
6.5,45.9046209197031,233.922476524626,49.0904534545545
7,45.1029847673531,252.126200715967,48.410455092
7.5,44.4242006820637,245.703647754111,47.6892727272727
8,43.9987745333896,234.100364429655,47.1858181818182
8.5,43.6104341501318,237.232479241845,46.8187272727273
9,43.6100260845506,237.212161630273,46.8181818181818
9.5,43.6100260845506,237.212161630273,46.8181818181818
10,42.9001300284435,248.210806372561,46.1818181818182
10.5,42.9001300284435,248.210806372561,46.1818181818182
11,42.9001300284435,248.210806372561,46.1818181818182
11.5,42.8455052618654,249.91720249507,46.1384545454545
12,42.9369670069655,249.47473686208,46.227
12.5,44.8329614112285,292.83406606472,48.3974544052545
13,44.8414065846824,286.110558953598,48.3647413528364
13.5,44.9255959391655,286.904404110051,48.4538152610455
14,45.0625973996723,294.209238514036,48.6354501642955
14.5,44.7739543069345,304.598073600336,48.4093404100909
15,46.2284064959248,287.077041911828,49.7576871685864
15.5,46.5480564121481,280.772339352758,50.0383674186818
16,46.5818887127004,283.054915151613,50.0863584731682
16.5,47.0330722097264,297.795784046758,50.6276363636364
17,47.6675687411421,298.407021635811,51.2658199963727
17.5,50.9363542185489,253.757639319082,54.2545081492227
18,51.4872850285914,260.078879523897,54.8465132426636
18.5,51.5043142784061,260.093415152418,54.8636363636364
19,51.4655871215927,258.715664981233,54.816
19.5,50.9116884026084,277.201521291458,54.3797337791455
20,51.2376429173106,287.043919862382,54.7667199854273
20.5,51.2435785402537,287.055577883104,54.7727272727273
21,51.2435785402537,287.055577883104,54.7727272727273
21.5,51.3563646784097,283.478323733142,54.8634545454545
22,51.0882396550835,291.100578293735,54.6421666369
22.5,47.8506343163771,174.048380388937,50.5986674177
23,46.3409768904491,180.977308110965,49.1431762444727
23.5,45.1502963496037,218.803397175407,48.2314545454545
24,45.0294917305182,223.069959643405,48.1405454545455
24.5,45.1444643863831,219.33504938785,48.2293636363636
25,45.0841770944107,221.46169156008,48.1839956450727
25.5,41.7265489069756,298.979659147396,45.3282509960182
26,41.295665301532,279.011462171391,44.7750142674227
26.5,41.1821900015465,282.244020148268,44.6816363636364
27,40.0904591191099,306.107465297004,43.7348414062227
27.5,39.9189101309653,310.810681151554,43.5911829156773
28,39.1854708884197,335.564849449717,43.0011794592636
28.5,38.8646193474817,346.99860804403,42.74479005625
29,38.8551092114174,347.51782803769,42.7381818181818
29.5,38.2785878543436,337.895959262551,42.1075270144727
30,37.2576843421981,331.640895783261,41.0510176665455
30.5,36.8522572962549,346.531103167213,40.7298132825273
31,36.1361420585746,378.062796420188,40.1862718199955
31.5,35.6288147955023,398.574412635713,39.7873623669045
32,34.9977363576266,421.853048314709,39.2760001821818
32.5,33.2983281466775,449.82632512613,37.7161622210136
33,33.3526167501316,478.253959143527,37.9079090909091
33.5,33.2548633695768,500.069678218496,37.9128927924682
34,32.9153479019357,514.29855829743,37.6391818181818
34.5,32.3625610337911,487.008884945943,36.9593589185266
35,32.3055604834023,489.322506555292,36.9132643803318
35.5,32.3003032007694,489.552727806747,36.9090909090909
36,32.3003032007694,489.552727806747,36.9090909090909
36.5,32.2483123327894,491.83237123706,36.8678181818182
37,31.8175396829526,506.860719049827,36.5070909090909
37.5,31.5801956117534,508.481206978174,36.2772373540864
38,31.5247612051416,510.610591162964,36.2316276537818
38.5,31.4676168287191,513.169748391679,36.1862638359636
39,31.0909430716297,486.59986147644,35.6858101977864
39.5,30.2968055322628,482.194804824672,34.8708273310682
40,27.70602809948,547.607786579416,32.5804349331045
40.5,27.6078210527723,552.201717125219,32.5026311014318
41,27.6043247115036,552.39695622432,32.5
41.5,27.9497396656906,545.378037778043,32.8142125744909
42,27.9531904509532,545.494297407299,32.8181818181818
42.5,27.9019890896805,547.863940345612,32.7775358374182
43,27.8959317857769,548.144617296426,32.7727272727273
43.5,27.8959317857769,548.144617296426,32.7727272727273
44,27.8959317857769,548.144617296426,32.7727272727273
44.5,27.8447425391094,550.519440921311,32.7320909090909
45,27.6288753413004,561.121785679553,32.5630615133364
45.5,27.5499582537972,565.397783119349,32.5029090909091
46,26.8711336937097,598.282437090578,31.9660856555636
46.5,26.3270842983136,628.339049884579,31.5484485574318
47,25.7493071227645,660.86073089426,31.1040909090909
47.5,25.6394862579347,662.320739742483,31.0001818181818
48,25.0149439564395,694.049464417231,30.5025405552545
48.5,24.2121607693159,736.4535140624,29.8649089116409
49,24.2105586774329,736.539384090745,29.8636363636364
49.5,24.0267822198525,725.484290544664,29.6372745490982
50,23.4222256111133,717.772309764751,29.0028181818182
50.5,23.5674613948798,737.776038694443,29.2252828685259
51,23.5688822963576,737.924429430355,29.2272727272727
51.5,23.1374004209843,755.918675816515,28.8643650938227
52,23.1365339915172,755.955026908327,28.8636363636364
52.5,23.0803598436424,759.629346726252,28.8213636363636
53,21.9750794424153,829.743053653475,27.9751834578227
53.5,19.9298170961581,958.514578727682,26.3787272727273
54,18.6703815018667,1020.1376619265,25.3233636363636
54.5,17.7519394156345,1065.79737470884,24.5521801850845
55,17.3624059275983,1093.64353819887,24.2509090909091
55.5,17.0461459995807,1114.49263629654,24
56,16.83057609771,1125.71758341091,23.8193612774455
56.5,16.7288072547254,1129.04336924342,23.7279085479955
57,16.7281449169176,1129.05192434058,23.7272727272727
57.5,16.3858526164941,1151.93283347653,23.4555454545455
58,16.327334260684,1155.86753228533,23.4090909090909
58.5,16.1273054366591,1168.95698484677,23.2490473598273
59,15.6404973956662,1192.29461137322,22.8329789555545
59.5,15.6154316072956,1194.89043452229,22.8157385229545
60,15.3527246491579,1215.33571739351,22.61437104645
60.5,15.0947289081002,1234.33278166759,22.4129090909091
61,14.3184291044849,1237.44120258388,21.6458181818182
61.5,13.5147418631443,1261.74156115005,20.9137272727273
62,13.0142076586265,1278.6915873744,20.4627256396314
62.5,13.004038289437,1279.37464744708,20.4545454545455
63,13.004038289437,1279.37464744708,20.4545454545455
63.5,13.064760547774,1274.1365849799,20.5
