"time","evaluatorWeightedEstimate","SDofEWE","unweightedMeanRatings"
0,50,0,50
0.5,50,0,50
1,50,0,50
1.5,50.0020834267087,27.179117049292,51.1662103234947
2,50.0021625969236,29.2839765901512,51.2105263157895
2.5,50.0021625969236,29.2839765901512,51.2105263157895
3,51.4188923446597,29.1721837801527,52.6249473684211
3.5,53.9380157400473,26.8264097466589,55.0945644498368
4,55.7698828018692,20.4659265309825,56.7800618506947
4.5,56.1482265863275,24.7054975582781,57.2581153482526
5,56.3243761568962,26.3566534473776,57.4707540031368
5.5,56.8085126051786,23.5898873255593,57.8930526315789
6,57.822798150945,22.4468651669821,58.8807368421053
6.5,58.3699882555277,21.8465416655235,59.4136842105263
7,58.3775535937305,21.8382987421442,59.4210526315789
7.5,58.3775535937305,21.8382987421442,59.4210526315789
8,58.6528963024841,17.1795020391878,59.57842084
8.5,59.882409968082,16.3939399799592,60.7865263157895
9,60.9541259039196,15.7315769516536,61.8397894736842
9.5,61.2008688685981,14.5180225549288,62.0516863115895
10,61.2019621201807,14.5129727020153,62.0526315789474
10.5,61.797396697493,13.8824332235873,62.6293816051053
11,62.3717051788448,17.7153715793507,63.3115535317158
11.5,62.3748967056056,17.7547661982883,63.3157894736842
12,62.4136046737561,18.2077702203282,63.3664250446474
12.5,62.5310134900158,19.6167250013764,63.5200126063684
13,62.5955976570586,19.3932540220017,63.5789473684211
13.5,63.650097655055,17.2093589340359,64.5764260951789
14,65.8716022574914,3.86398881866923,66.3105376313526
14.5,67.8040389576205,0.000121953905838437,67.8015730289579
15,69.9694187570423,1.8606919777788,69.664825774
15.5,70.362994006342,3.47505488162952,69.9467351511316
16,70.5605439772597,2.48669944508642,70.2084210526316
16.5,70.7041568677753,2.26488754603836,70.3681052631579
17,73.1650085443622,8.0496265149372,72.5314736842105
17.5,74.3466213315767,12.4874221319112,73.5575449431684
18,74.7421377796326,14.4305293820053,73.8938879456684
18.5,75.5448918426545,27.8033076599563,74.367473264
19,75.4868528414165,27.4990322579622,74.3158947368421
19.5,76.3488042860292,39.4604582605262,74.9461077844316
20,76.5660453099367,42.8147442937307,75.1049473684211
20.5,76.9382856979946,43.3202579542724,75.4685874765947
21,77.8759074927328,55.7231422435438,76.2090424035789
21.5,78.4991705233803,58.8179764851084,76.7866424827
22,78.7697832981826,59.8631377934587,77.0421069406579
22.5,79.2651093472985,60.702252210425,77.5253665225211
23,79.8230094761745,63.5710061085282,78.0426315789474
23.5,80.5975261268629,61.8012427528815,78.8421052631579
24,80.9825012053561,63.03957254904,79.2095806248684
24.5,81.2647117610559,64.3564016668571,79.4733696791789
25,81.9322478404736,71.0448794850715,80.0501203306474
25.5,82.4766668522433,76.3136674588069,80.5259968102053
26,82.632251776873,76.1163453801645,80.6841052631579
26.5,82.8474454990398,76.5062418957108,80.8943157894737
27,83.0567539111805,76.3943764673473,81.1050526315789
27.5,83.1076366263339,76.2410627925362,81.1578947368421
28,83.1076366263339,76.2410627925362,81.1578947368421
28.5,83.2219339040313,77.0152213547274,81.2623180897526
29,84.0806674960168,78.2862933318952,82.1049469465263
29.5,84.0234021504196,77.7448006022611,82.0545263157895
30,84.0264895405033,77.8722933085037,82.056
30.5,83.7594600634723,86.4162881330067,81.6836842105263
31,83.720331750648,87.5001481460133,81.6315789473684
31.5,83.720331750648,87.5001481460133,81.6315789473684
32,83.6193992762218,84.1888207708121,81.5705506881
32.5,84.0568873390081,94.9069210503599,81.8815250589263
33,84.2348546795447,100.187858181987,81.9997894736842
33.5,83.2353609555101,129.049273287087,80.6987116293737
34,83.5235587352008,175.456660425399,80.5657670683053
34.5,83.6797074845842,199.251905540049,80.5277242898053
35,83.6818531502935,199.701510490348,80.5263157894737
35.5,83.6242389694408,198.831979799412,80.4755789473684
36,83.622087402521,198.799544446095,80.4736842105263
36.5,83.622087402521,198.799544446095,80.4736842105263
37,83.2759923970407,201.160716166824,80.1089473684211
37.5,83.338521768951,203.279424919639,80.1548421052632
38,83.465845417612,206.336495547448,80.2583157894737
38.5,83.6287920372301,199.860349102294,80.472
39,83.6300609882699,199.807771392866,80.4736842105263
39.5,83.6300609882699,199.807771392866,80.4736842105263
40,84.0576227583161,207.514844643797,80.8409473684211
40.5,84.0589062417711,207.531048972138,80.8421052631579
41,84.0589062417711,207.531048972138,80.8421052631579
41.5,83.7363876439364,206.58255031146,80.5269461077842
42,83.7121649090207,209.941450789032,80.4767368421053
42.5,84.0554103326248,207.555346108918,80.8384210526316
43,83.9020675325322,205.931789936647,80.6976850509526
43.5,83.6667413988889,204.424675485639,80.4741061069526
44,83.4324056425264,201.360620459801,80.2637873726211
44.5,82.2687703816125,180.694239034527,79.2671566408368
45,81.7862245683085,173.316592877712,78.8465265267368
45.5,79.447747084642,143.719131306272,76.7707990335105
46,78.6848194555378,133.129314469417,76.1083826214105
46.5,73.7601079452183,109.592499284931,71.4224925047053
47,72.3848202453234,84.3352381450182,70.3341907989474
47.5,72.1266978433964,77.7140207860751,70.1582117945474
48,72.3976984648098,69.0714832834862,70.5418947368421
48.5,73.0555236981978,61.2392230224928,71.3081029519895
49,73.1525728655687,60.1007761550152,71.4214707309368
49.5,73.1519373984878,60.0856838639166,71.4210526315789
50,73.0943232176351,59.6091545589109,71.3703157894737
50.5,73.0921716507153,59.5913956058987,71.3684210526316
51,72.829957630784,52.6722446475869,71.2093661006211
51.5,72.080513696095,27.6994747642324,70.9052957393474
52,71.3399353439937,22.057244751255,70.2912184052947
52.5,70.792381238177,18.0385076236838,69.844
53,70.6606325638994,17.0450506440172,69.7387368421053
53.5,70.3166343939299,16.0179159710982,69.4229469482105
54,70.2840713467105,14.8573320441277,69.4233688429474
54.5,69.5946004634853,16.4766331227539,68.6882067444053
55,69.5911337362184,16.4958891570164,68.6842105263158
55.5,69.6902177897354,16.3023126705241,68.7886315789474
56,65.9530164206572,2.61657442934265,65.5918152093684
56.5,66.7958828089859,4.67952911358484,66.3128421052632
57,66.7993282252253,4.68918391396249,66.3157894736842
57.5,65.2092494731908,1.29071639936002,64.9555625590947
58,65.9697621140829,0.276790555061523,65.8522836432421
58.5,64.9556662358212,1.92487747659586,65.2654682214526
59,64.5917147472089,3.3431978889145,65
59.5,64.3901347133462,4.13131806294469,64.844
60,64.3879831464264,4.13599498792255,64.8421052631579
60.5,64.3879831464264,4.13599498792255,64.8421052631579
61,64.3879831464264,4.13599498792255,64.8421052631579
61.5,64.3879831464264,4.13599498792255,64.8421052631579
62,64.3879831464264,4.13599498792255,64.8421052631579
62.5,64.6552242235289,4.02403839680241,65.1031578947368
63,64.6128145450661,4.37934344958487,65.0801052631579
