"time","evaluatorWeightedEstimate","SDofEWE","unweightedMeanRatings"
0,48.5657352847675,0.00521261445717083,48.55
0.5,48.5657352847675,0.00521261445717083,48.55
1,48.5657352847675,0.00521261445717083,48.55
1.5,48.5657352847675,0.00521261445717083,48.55
2,48.5657352847675,0.00521261445717083,48.55
2.5,48.4505948191143,3.34032102048577e-10,48.450598802395
3,48.3347621234332,0.0052808070346492,48.3506
3.5,48.3915217488871,0.00137412718132413,48.399600798405
4,48.5066622145403,0.00123534627225123,48.49900199601
4.5,48.5078182433096,0.00128684059890057,48.5
5,47.3131547857588,1.26495625715169,47.558278065385
5.5,46.1927387437974,5.4663893136406,46.702300803215
6,45.771604930279,8.32913251273138,46.400599202395
6.5,45.54280592005,9.18148085964106,46.2032
7,45.5390992293967,9.19557533861036,46.2
7.5,45.4393798741291,12.2306884099904,46.201585685885
8,45.0982388841322,13.7971366880043,45.90778443114
8.5,45.4586422703477,18.3510665530097,46.39227799228
9,46.3626601745447,8.51945005326831,46.9988
9.5,47.0703119619913,7.0671683913176,47.6497
10,47.1448351984294,6.48858856637623,47.7
10.5,47.1448351984294,6.48858856637623,47.7
11,47.3172727465927,5.95220212904888,47.848995983935
11.5,47.5839279115609,3.56548238093583,47.99546213018
12,47.1438219982509,0.231921590849571,47.0388635514
12.5,41.0236913707858,43.6354236692613,42.463372802315
13,39.3346174636647,77.3573341125119,41.251509054325
13.5,39.2748541875574,72.3694803694109,41.128917378915
14,39.8674677719682,56.6248797297968,41.50749270689
14.5,40.0618252164357,48.9375429313465,41.586467236465
15,39.1410524090456,58.9453604210634,40.814343961645
15.5,39.361408427878,49.4309441751276,40.893717094015
16,39.5201094490339,41.409605167573,40.92259162199
16.5,39.7783205268245,31.3596171449494,40.998804780875
17,40.489822094299,19.3730090489827,41.44910199601
17.5,40.4555081507502,18.7803127010373,41.4
18,40.834695890456,13.9872570399065,41.6498
18.5,41.0619743550799,11.4576658352171,41.7997
19,40.9771519727797,4.72497761705575,41.450899201595
19.5,40.7733189873201,5.85316350174248,41.3006
20,41.2475103277045,5.08599701280612,41.73902315369
20.5,42.0077597619866,3.15386943922469,42.394811177645
21,42.0744635307349,2.96900294206449,42.45
21.5,41.7239054057317,3.81864976905345,42.1497995992
22,41.7388826959748,3.55308103750935,42.1497005988
22.5,41.8824991233586,2.1155695956083,42.1995
23,42.2973052992729,0.861539914574348,42.4996
23.5,43.104342863366,0.0433109440764522,43.1497
24,43.3137713517781,0.0271761634326727,43.3497
24.5,44.0680250399987,0.0195520670964095,44.0985
25,44.1186000802953,0.0202345881994695,44.149602385685
25.5,44.0474356140262,0.000160880627629124,44.0502
26,43.513981931195,1.17669543698884,43.750399005995
26.5,44.1031885341227,10.3538022756195,43.4019
27,43.2873826344668,9.89526717470095,42.601798802395
27.5,42.5212119204002,4.65868157588664,42.0508
28,42.6866388919055,4.76720456635466,42.21077944112
28.5,41.9449249937626,4.43529387933331,41.48592994012
29,41.6076449282948,4.17009965814289,41.162583433935
29.5,41.1933187391034,3.49647809889617,40.78578627451
30,41.0643411973115,3.52087484668374,40.65538942116
30.5,41.0223636607986,3.75382314170632,40.6001
31,40.7390984317863,9.9074611010034,40.05309230769
31.5,40.571066464795,15.8898086428094,39.70229381874
32,40.0796639762887,11.1655153940336,39.351404420075
32.5,39.8509805754196,8.89699137172753,39.200898203595
33,39.6430472409652,7.39169477991251,39.050505679515
33.5,39.4377356418636,6.0408270032973,38.902068503935
34,39.2227804348642,4.68771322871932,38.750905050505
34.5,39.2926891656911,5.09375524481002,38.800801603205
35,39.1252296652995,0.622606231936625,39.2972
35.5,39.3254872310633,0.32691246699113,39.4501
36,39.647419200361,0.0582050629617084,39.7
36.5,39.647419200361,0.0582050629617084,39.7
37,41.215514649818,3.66284485536151,40.7983994012
37.5,42.2055046126992,12.0006729515175,41.4505
38,42.9991776694946,13.4595161785296,42.199598393575
38.5,44.1944188743957,27.755379758515,43.04621134153
39,44.9404359376566,37.8888141478786,43.5989
39.5,45.4807360951374,46.2094568672619,43.9992
40,45.6838716777026,49.5512155087332,44.1497
40.5,45.836566946175,52.973719415591,44.250297211155
41,46.412893843524,61.8620392862208,44.69870398645
41.5,46.5595282215461,65.1850985962228,44.7998997996
42,46.6270625187146,66.46070798615,44.8503003992
42.5,47.3325451333756,78.6748369587772,45.399398797595
43,47.400241247882,80.0806522776796,45.4499
43.5,47.4003752964022,80.0834483540177,45.45
44,47.8676721836796,90.1273292128913,45.79860279441
44.5,49.0760987607471,123.996744769487,46.649198396795
45,49.7281829378013,261.500528258213,46.2038
45.5,49.8002434085514,268.53945970235,46.228741716565
46,49.7376694470529,247.822832622453,46.30669516129
46.5,49.735174405297,242.151699815464,46.343684210525
47,49.7362530157206,241.375952183064,46.3501996008
47.5,50.7376759349715,264.620662549494,47.19232948207
48,51.7951594697398,290.31554440838,48.081672111555
48.5,52.6329947714451,309.770223895197,48.7971003992
49,52.6546916387033,310.254505551705,48.8158
49.5,52.587623704695,308.774392722157,48.7579
50,53.5733168479521,358.15713984021,49.4487
50.5,54.4361423962995,405.25610208068,50.04869839679
51,54.939632290994,424.257565385815,50.45050828337
51.5,56.1005978904105,493.868675979109,51.25717326428
52,57.6710915842109,601.40175948135,52.32631997306
52.5,63.1703593513535,1114.51758278937,55.8943999519
53,66.7829935745635,1463.23890618917,58.44609678715
53.5,67.8390740302649,1553.64130883077,59.2485
54,68.3517501983538,1542.25447275665,59.79271477046
54.5,68.7552600900609,1531.25583136415,60.226798799195
55,68.7083242970954,1519.35797783089,60.213060678645
55.5,68.6789742415161,1522.26035162498,60.1756003992
56,68.8720009081061,1529.29567325425,60.349
56.5,68.9765246718725,1530.43906890362,60.45033819884
57,69.4083520293395,1567.57691423105,60.779336823305
57.5,71.1021209220952,1594.21391959766,62.4001003992
58,72.0265186941767,1696.45210441265,63.049800198
58.5,73.0209597489663,1747.75007202864,63.909531297765
59,74.9227946711162,1880.00701549255,65.472909315415
59.5,75.4539653670814,1902.22568048361,65.94840279441
60,76.0059633897164,1942.98642088881,66.399098396795
60.5,76.0428466559799,1937.36053777845,66.4499
61,76.0807830716291,1932.8185944999,66.49908785425
61.5,76.1081999990403,1353.16995997511,68.090995180725
62,76.1434601413149,1345.20007858566,68.1499
62.5,76.4717968616601,1338.62370420559,68.4978
63,74.4011021047674,1169.07042061132,66.9492
63.5,68.9327421555928,738.8517953615,63.0086
64,65.0802755808539,480.065760624982,60.305013951405
64.5,54.8714133490401,75.9280042594992,52.97231350903
65,51.9533101684462,29.5437480610031,50.768688696035
65.5,50.6631892228696,33.4569071133923,49.40255323739
66,46.6359080671832,6.59864178276991,46.07605497513
66.5,45.6882867785889,6.45749216592137,45.134453881515
67,43.8940059840388,71.7411069231681,42.04800961924
67.5,43.451497687553,47.1130458560442,41.95554659271
68,42.8779184752977,22.1927871997036,41.851196803185
