"time","evaluatorWeightedEstimate","SDofEWE","unweightedMeanRatings"
0,50.1088215743667,4.44326368792114,50.5
0.5,50.1088215743667,4.44326368792114,50.5
1,50.1088215743667,4.44326368792114,50.5
1.5,50.1088215743667,4.44326368792114,50.5
2,49.9528336947042,4.81388776784886,50.36
2.5,49.7911626858858,5.2849500501897,50.2177857142857
3,49.7872565440567,5.29501730316849,50.2142857142857
3.5,50.5979150196508,5.52563104455422,51.0341442794393
4,51.066509723625,8.44227343947598,51.6057142857143
4.5,51.2214237418708,39.8316487664491,52.3926424277143
5,51.4078350712848,39.2761157679974,52.5708575705714
5.5,50.9214729707022,43.3422886746282,52.1432157217607
6,50.8503227813596,43.4582401092714,52.0736986742036
6.5,50.53467805509,45.6601522464631,51.7886635944714
7,50.5317307680288,45.6392834281339,51.7854297097321
7.5,50.4485067627767,46.5021401006973,51.7140014343071
8,50.6313014262328,46.1869453517884,51.8925
8.5,50.6316671303098,46.1863183050164,51.8928571428571
9,50.8169231357509,45.6720053800555,52.0710714285714
9.5,50.8172943902709,45.6709775840344,52.0714285714286
10,50.5856533550154,47.1016269497171,51.8592790287071
10.5,49.6452967480087,53.9875505462122,51.008845476
11,48.6675656833973,58.131851385374,50.0824825642964
11.5,47.7402212195324,63.2598971549683,49.2162271127857
12,46.6267510792906,67.0713130727767,48.1465714285714
12.5,45.6461270510491,68.4381542017131,47.181355447375
13,45.1684781744079,69.5577955208581,46.716213715425
13.5,44.5155694957048,70.5339960414952,46.0741279500179
14,44.6762372478536,68.5751992101917,46.2130019960071
14.5,44.5695279588454,69.0279000390976,46.1113568577143
15,44.7207106165546,67.542969101499,46.2458654120357
15.5,44.4597962298526,69.3752931006542,46.0055
16,44.3374896150792,70.4516747071736,45.8951382948393
16.5,44.0961479063544,72.7761300324185,45.6792842885679
17,44.0934183977775,73.060335349143,45.6796429997143
17.5,43.8934904213998,75.0675758841671,45.5013571428571
18,43.8882948746323,75.6405067222382,45.5022857142857
18.5,43.9222389720223,75.5855008767928,45.5356428571429
19,43.8830450178301,75.925288086296,45.500071286
19.5,43.9877934607449,76.1436035040597,45.6071428571429
20,43.7953919148369,77.4700571463623,45.4287852865714
20.5,43.795172930358,77.4705434336795,45.4285714285714
21,43.795172930358,77.4705434336795,45.4285714285714
21.5,43.7221781046292,77.6327242496238,45.3572854291429
