"time","evaluatorWeightedEstimate","SDofEWE","unweightedMeanRatings"
0,49.7208863586676,0.00510586064673507,49.7368421052632
0.5,49.7208863586676,0.00510586064673507,49.7368421052632
1,49.7208863586676,0.00510586064673507,49.7368421052632
1.5,49.3672819959092,7.05754280351949e-05,49.3691578947368
2,48.9370743555174,0.17689604886661,48.8431578947368
2.5,48.675000657437,0.806883749465814,48.4744204223158
3,48.674477664185,0.808600110145302,48.4736842105263
3.5,48.674477664185,0.808600110145302,48.4736842105263
4,48.5818412249321,1.41623511656686,48.3161052631579
4.5,48.5861616615983,1.46608357328265,48.3157894736842
5,48.2790291313998,2.19910536443074,47.9478936863158
5.5,47.8913775283757,1.95503232565269,47.5791583166316
6,47.9354193862679,1.84895442053856,47.6317886349316
6.5,47.0939316733066,0.797458959720132,46.8945263157895
7,45.5675879092494,0.391412441729807,45.4278867645263
7.5,43.4857384103477,2.03965144285814,43.1668339231684
8,41.4201704967062,1.17058327343223,41.1785777960211
8.5,40.7585837898691,1.00629373155328,40.5345853284579
9,39.9845766640428,0.575209536105393,39.8152225737632
9.5,39.2709217429893,0.0348023475987496,39.2292648454789
10,38.5202606353038,0.00140393797936012,38.5286273818474
10.5,38.2902513946256,0.0127579800419404,38.3154730513684
11,38.2047025639388,0.000730222323855051,38.210736632
11.5,37.424743321014,0.499438269281246,37.2669373034211
12,37.2803088544158,0.604218604898175,37.1067368421053
12.5,35.7516802843762,0.922944594493781,35.5371589612789
13,34.6805984369155,0.339703132760167,34.5504519565842
13.5,32.4483531830747,0.0516393102101663,32.4990958007789
14,31.885743439782,1.64229058672029,32.1719026005053
14.5,30.7617953637956,2.64491420140641,31.1249473684211
15,30.400717774285,2.30999062719997,30.7400989582947
15.5,30.1350741637608,2.30521596976084,30.4741044227316
16,30.2834532478894,3.22442204647959,30.6844202122053
16.5,30.1368143505691,5.02060857921926,30.6371492921947
17,29.2815791770692,4.99939550597392,29.7808559923211
17.5,28.174936213434,6.45151456520467,28.7421065288474
18,28.2798863533382,6.3415489646264,28.8422022052842
18.5,27.4771974585803,5.72164141249461,28.0113225371105
19,26.8258167499781,5.96475900664317,27.3711715028
19.5,27.2411059629439,5.9938699249957,27.7877898938947
20,27.3282962391457,9.03746097514873,27.9995795793684
20.5,27.3625653094863,8.14635276612395,27.9998951570526
21,27.3604152622638,8.21760667029437,28.0005263157895
21.5,27.4152804135633,8.1442015361267,28.0525261048421
22,27.6359285466184,7.87433945780062,28.2625275764263
22.5,27.2678189572789,7.9141513054846,27.896
23,27.4876939385276,7.62557361389706,28.1043157894737
23.5,26.9865722388595,8.45249865575755,27.6357672993789
24,26.6703045846242,9.2166602303801,27.3482105263158
24.5,26.6877778103306,9.29124197820465,27.3684210526316
25,26.6266816778097,9.53252662185499,27.3161061019105
25.5,27.0909958774616,9.7257406576078,27.7873721962632
26,26.3250408627957,3.43239528612096,26.7387368421053
26.5,26.1458622589711,3.75801079156726,26.5787364202105
27,25.7686567748595,3.94193162032821,26.2119970585105
27.5,24.6247030941871,5.72273224882636,25.1588790860158
28,24.0931525185552,7.2856237519207,24.6958730992837
28.5,24.0742645740133,11.8175368865367,24.8418843147474
29,23.6996922370512,13.7466272627221,24.5275976653105
29.5,23.2132822537,14.1790589686068,24.0541086863526
30,21.9146493379457,17.3142095983345,22.8437953920968
30.5,20.193999107651,18.9430456432082,21.1658677158631
31,19.1525355482007,21.71784026356,20.1931526737859
31.5,18.2839719877625,24.5250041207628,19.3897990045526
32,17.993607011572,25.2359739035779,19.1153482508668
32.5,18.1487739302154,24.8779135146203,19.26252883204
33,18.1545673388486,24.9293796318382,19.2694736842105
33.5,18.0533648210781,24.4721862388545,19.1580004227421
34,17.6022731003255,23.5270814463865,18.6853684210526
34.5,17.6010530845644,23.5297803192955,18.6842105263158
35,17.6010530845644,23.5297803192955,18.6842105263158
35.5,18.084060161834,20.8716105176809,19.1042021720968
36,18.0496645681159,32.2722477386588,19.3181843931584
36.5,19.2396808461995,50.0566561588439,20.8195225322784
37,18.7776642496507,50.8650963210076,20.3702124557842
37.5,18.6856567303218,43.5010728918685,20.1584189532368
38,18.2659622034717,37.3904410126879,19.6313717827526
38.5,18.3606245587269,27.178375470367,19.5247355738737
39,18.0520686464905,24.5623295978804,19.1587368421053
39.5,18.5442670164366,23.6326444929558,19.6297894736842
40,18.6013567447663,23.5029023721122,19.6838953671579
40.5,18.5959871808136,23.7503915522375,19.6842105263158
41,18.0910536589461,8.35312029402646,18.7364210526316
41.5,17.1493920788921,10.0307218029552,17.85660265114
42,17.3408374392408,8.68630172648595,17.9989498896947
42.5,17.2788077528591,10.4615143343218,18.0010450777821
43,17.3988303786433,11.5364583253626,18.1572663145368
43.5,16.6210129109838,12.911429048479,17.4233739057063
44,16.1635527609676,14.0670312308131,17.0010509515716
44.5,16.3573199502126,9.66952616735386,17.0516808353547
45,16.2526079523907,7.00394165813488,16.8435622720168
45.5,15.5547992901379,7.36608792621144,16.1608390268926
46,15.1132724767761,9.17036412943341,15.7894736842105
46.5,15.4437407670249,8.71800888286187,16.1030532602239
47,14.8167277328519,10.1132930598098,15.5268431600042
